"speaker","cleaned_text"
"student","if i know that half equals three sixths then you could do a whole would equal six sixths and then you could add two sixths more and equal eight sixths"
"student","inaudible"
"teacher","i m not sure where all those numbers came from could you explain them a little bit"
"student","so this the whole two halves came from that"
"teacher","from what"
"student","the rectangles"
"teacher","i m still not sure where the two halves come from"
"student","the question said one half plus one half"
"teacher","oh you put the two halves together and you got two halves okay"
"student","and then if i know that inaudible equals six sixths inaudible one the six sixths plus two sixths equals eight sixths"
"teacher","okay what do you think we got one answer that said one whole and two sixths and we also have another answer that says eight sixths i m gonna let you discuss it with your group for just a couple seconds"
"student","it s the same thing it s the same thing"
"teacher","and see what you think about that is one of them right one of them wrong are they both right are they both wrong student g you don t seem to be talking with anybody"
"teacher","student k you do have a group to work with"
"student","i have a question how do you get inaudible"
"teacher","when it s quiet again ask him"
"teacher","okay student j we still have one more question for you student h"
"student","how do you get the six sixths"
"teacher","yeah yeah definitely"
"student","i got six sixths cause if two halves equal a whole then six sixths is a whole"
"teacher","okay does it make sense"
"student","yep"
"teacher","okay so what do you guys think what was group three thinking we have two answers student j gave us eight sixths as the answer student v gave us one whole and two sixths as the answer what did you guys think when you were talking group three you guys looked like you were having a good conversation over there"
"student","inaudible"
"teacher","just leave it student k just leave it"
"student","inaudible three sixths"
"teacher","the one half and three sixths you ll have to explain that how one half and three sixths is the same thing student e you want to go up with the picture would the picture help okay and you can use that black marker up there"
"student","because if one half is drawn like that three sixths is drawn like that and it s coloring three in so that s just like half"
"teacher","half of it is colored in does that make sense does that make sense"
"multiple students","yeah"
"teacher","okay so what did group four think about this we got two different answers eight sixths and one and two sixths"
"student","they re equivalent"
"teacher","how do you know i have a lot of people who are not really listening"
"student","inaudible"
"teacher","student l you can pack yourself and go back to the back seat there i ll let you know when you seem to be ready to join our society again"
"student","it sucks to be back here"
"teacher","that s the idea so group four what are you guys thinking"
"student","because you have one half and one half it s gonna be two"
"teacher","i still don t think we have everybody ready student c student m and student k you guys are"
"student","inaudible"
"teacher","you know what i don t really care about pens right now i m listening to group four so you guys should both be turned around listening to group four you should both be turned around listening to group four i know you didn t do anything what you were supposed to be doing is paying attention to group four and you re not doing that no pens in hands you don t need anything in your hand right now at all thank you group four"
"student","we took one half and one half gets you to a whole which is the same thing as six sixths and if you have two sixths it s gonna be one half a whole and two sixths and if you have add two sixths to six sixths it s gonna be eight sixths"
"teacher","so are you saying that they re both right"
"multiple students","yes"
"teacher","what do you guys think can they both be right"
"multiple students","yes"
"teacher","does the answer look the same"
"multiple students","no"
"teacher","okay but they are the same"
"multiple students","yes"
"teacher","okay so the way we read this is this is there s two different types of fractions this one here guys really need your attention everybody s facing this way you don t need any pens any markers any pencils any inaudible you don t need any of those right now just put them all down and face this way this is called a mixed fraction does anybody know why maybe it s got the name mixed fraction student j"
"student","cause it has a whole and inaudible"
"teacher","right it s got a whole and a fraction so it s mixed between the two a whole number and a fraction yes sir"
"student","i still didn t inaudible"
"teacher","okay but can we just talk about what the names of these are right now okay and this one down here what student j wrote is called an improper fraction anybody have any clue at all why it s called an improper fraction kind of doesn t look like the other fractions in a certain way student l"
"student","the six is not supposed to be down"
"teacher","then it would be six eighths"
"student","exactly"
"teacher","but student j just proved that it is eight sixths yes ma am"
"student","the numerator is bigger than the denominator"
"teacher","yeah we haven t seen that before have we no so it s an improper fraction student m you can put those books down it s called an improper fraction because the numerator is bigger than the denominator most other fractions that we ve done before haven t been that way and they re both equal to the same thing and i think when you look at their pictures you ve got the whole"
"student","what was i doing"
"teacher","okay you ve got the whole right there and you ve got the two sixths right there or you have one two three four five six sixths seven sixths eight sixths they re both the same okay we re gonna be working on some more of these and i d like you to open up to unit six page 20"
"teacher","yes sir can you explain what you did well you know can you think about it cause i would like you to be able to use words to explain it"
"student","page what"
"teacher","page 20 unit six page 20"
"teacher","so we have a whole bunch more equations on that page what i d like you to do is i want group one on their own without any help from your neighbors to work on number one i want group two to work on number two group three to work on number three group four to work on number four group five to work on guess what"
"student","number five"
"teacher","number five group six to work on"
"multiple students","number six"
"teacher","number six okay and i want you to work on it on your own okay so what we re gonna do is you re gonna have you work on it on your own gonna give you several minutes to work on it on your own in a little while you ll be able to discuss it with your neighbors once you once we have that conversation then you will be able to go on and work on any of the others as well but i want you to only work on the one that goes with your group for right now gonna set the timer for about five minutes i want you to work on it on your own then we ll have time to work on it with your neighbors in a few moments student k you have plenty of other things to write with please put that away oh i m sorry i m sorry okay so group one you guys are gonna work on number three group two you guys are gonna work on number four group three you guys are gonna work on number five group four you guys are gonna work on number six group five you guys are gonna work on number seven group six you guys are gonna work on number eight thanks student j for pointing that out yes"
"student","inaudible"
"teacher","it is the number of your group plus two very good"
"teacher","yes ma am yep okay you can either take that out of your mouth and throw it out or you can join me during lunch time you re not doing any work right now"
"teacher","i don t see why you really need rulers cause i know you can draw it pretty well on your own yes sir"
"student","inaudible fraction"
"teacher","okay this one isn t working here"
"student","i got seven"
"teacher","okay we re working on it quietly on our own i don t see any work there though i like the way student l did it with pictures i like the way student b did it with changing it to equivalent fractions student a you don t need any scrap paper i want you to do it"
"student","inaudible"
"teacher","you should have it cause we have not taken it out unit six ladies and gentlemen this doesn t really sound excuse me this doesn t sound like quiet if we can t get it done now quietly we re gonna stop and we re gonna come back and do this at lunch instead okay so you took that page out somehow so get a page and copy this all down"
"student","well actually only the equation"
"teacher","if you have finished one and you want to move on you can i want you to which one are you doing"
"student","six"
"teacher","okay so how did you do this"
"student","cause"
"teacher","okay but we ve never done it by adding these that way it s"
"student","that s how you"
"teacher","we didn t that was for seeing if it was an equivalent fraction"
"student","well i don t know how to do this"
"teacher","excuse me student b go give yourself a check on the board she doesn t need to hear anything it s supposed to be done on your own"
"student","yeah but i m telling her"
"teacher","she can copy she s pretty good at it"
"student","i don t know how to do this"
"teacher","well can you draw some pictures"
"student","but how"
"teacher","okay can you draw five sixths student a student a you were telling me that you didn t want to sit back here because it was noisy it seems to be you re the one making the noise right now student a you were singing right now stop okay you ve got your five sixths okay i m gonna come back in awhile you re not saying anything so i don t know"
"student","i think it s inaudible"
"teacher","how did you get that"
"student","first i did it like this and i and"
"teacher","so it looks like you re adding the numerators and adding the denominators and we just had a little conversation about that doesn t work"
"student","inaudible drew some pictures i did i did five sixths and three"
"teacher","how about if you turn this into sixths how do you turn thirds into sixths"
"student","um"
"teacher","if you had thirds already and you want to make sixths what do you do"
"student","inaudible"
"teacher","you can talk to your neighbors yet right now yes only on the question you just did how do you turn how do you turn thirds into sixths"
"student","what am i supposed to do i don t get it"
"student","i got one inaudible"
"student","how"
"teacher","don t we cut thirds in half to make sixths so can you cut thirds in half"
"student","no cause i m taking them step one at a time so i gave you the five sixths"
"teacher","can i borrow your pencil so we just draw a line here to turn out cut our thirds in half now what s this piece called now"
"student","one sixth"
"teacher","what s that"
"student","one sixth"
"teacher","and how about that one so it sounds like you have all sixths how many sixths do you have"
"student","inaudible"
"teacher","yes"
"student","two sixths equal one third and then i i did that i took i took two away from that"
"teacher","altogether you have five sixths plus what you made here two sixths that s the answer"
"student","i did two sixths inaudible one half"
"teacher","it doesn t work if you add just the numerators and add the numerators together it doesn t work that way if you d like to go back to your group to discuss it you may yes"
"student","can i inaudible"
"teacher","now you can go at lunchtime you can go at lunchtime"
"student","like i i did inaudible"
"teacher","you did what"
"student","like inaudible and i colored in one half"
"teacher","mm hmm so you made the whole thing into eighths"
"student","yeah and then i did inaudible"
"teacher","mm hmm so you ve got to add that in also well what did they do up there looks like they added another drawing on to it cause this is the whole right"
"student","oh yeah they did"
"teacher","that s a whole"
"student","inaudible"
"teacher","well you ve already added this and this together it s telling you to add that also so you have a whole here"
"student","color in a half"
"teacher","mm hmm so what would you call this whole thing"
"student","a whole and a half"
"teacher","mm hmm so you have one whole and one half how do you write that one good job good job very nice you guys can go on to another one if you re ready"
"teacher","so how did you get that"
"student","because i know that three sixths and four eights is also called one a half so i add a half inaudible and i add inaudible one whole and one half"
"teacher","mm hmm good good"
"teacher","so which one are you doing okay so explain to me what you re doing"
"student","i did one half i did eight pieces and then i cut it in one half and then i did two thirds yeah two thirds and then"
"teacher","looks like eighths to me"
"student","and then and then that"
"teacher","so show me where the one third is"
"student","inaudible"
"teacher","but that looks like two out of eight two eighths"
"student","i don t know what one third equals"
"teacher","what s that"
"student","i don t know what one third equals"
"teacher","well doesn t one third look like three pieces and one shaded in"
"student","yeah"
"teacher","but you don t have that so why don t you make a drawing with just one third to start out with okay what else are you supposed to be adding"
"student","two thirds"
"teacher","okay"
"student","inaudible"
"teacher","all right so you added the one third and the two thirds anything else you need to add"
"student","half"
"teacher","mm hmm"
"student","so inaudible one third and two thirds and then"
"teacher","but this drawing is eighths right there when you drew this one you draw you drew a third and then you filled in the rest of it cause it was two thirds so you had a whole that drawing made a lot of sense"
"teacher","yes student o you can go on to any other ones once once you have finished one and your whole group agrees that you re all correct you can go on to any other ones that you want but make sure you all agree first i m coming around"
"teacher","okay so you have your one third and your two thirds all together forms one one whole and you have to add another half where s the half it looks like you have this whole thing colored in that s why i m a little confused"
"student","inaudible"
"teacher","that s not one third and two thirds"
"student","one third"
"teacher","mm hmm so can i have that for a second there"
"student","yep"
"teacher","let s give her this drawing all together cause that s eighths and there s nothing in here that says eighths so what happens if we draw just another half does that make sense okay so what do you have all together here"
"student","inaudible"
"teacher","but if you colored in the entire fraction it s a whole"
"student","so a whole and a half"
"teacher","yes yeah is that the same thing as four eighths"
"student","no"
"teacher","no so you can t just add numerators and the denominators it doesn t work that way okay what you did here works this doesn t work so four eighths is not the answer but the answer is"
"student","one whole and a half"
"teacher","all right which ones did you guys do"
"student","inaudible"
"teacher","so inaudible do so show me what you were doing"
"teacher","either one of you explain what you were doing"
"student","okay what i did was i did a circle and then i drew eight in it and then i and then it said shade in one half but i got my eight from for the denominator"
"teacher","no but remember we can t just add the denominators and the numerators up it doesn t work"
"student","no i didn t do that"
"teacher","where did you get the eight from then"
"student","from my denominator and then"
"teacher","you can t just add up the denominators it doesn t work that way"
"student","okay"
"teacher","also a circle doesn t work like that can i borrow your pencil okay if you were gonna do a circle if you re gonna do a circle the lines always have to go through the center so you can that s a half that s fourths that s eighths but you can t do it like that because this piece and this piece are not the same size but this piece and this piece are the same size so if you stick with a rectangle it might help a little bit okay so so if you draw the rectangle tell me what a third looks like"
"student","doesn t it have eight pieces in it"
"teacher","mm mm there s nothing in there that says eight pieces"
"student","that s how i got my answer"
"teacher","but your answer is not correct"
"student","it isn t"
"teacher","pardon"
"student","it isn t"
"teacher","it s definitely not correct okay i would not try the circle if i were you it s only gonna confuse you okay so so how are you gonna fill this in you ve got one third plus one half plus two thirds"
"student","two thirds"
"teacher","so what are you gonna do"
"student","inaudible"
"teacher","okay so which part of it is that"
"student","inaudible"
"teacher","okay but you have one third plus two thirds"
"student","oh a whole"
"teacher","i m not dealing with that right now student m we re doing math right now"
"student","a whole"
"teacher","what s that"
"student","equals a whole"
"teacher","well the whole doesn t look like it s shaded in so how what made you decide that you could shade that in"
"student","because i added the numerator inaudible"
"teacher","okay can i show you this okay so you can say one third plus this whole thing is two thirds what does that make if i add one third and two thirds together"
"student","a whole"
"teacher","a whole okay you still have half"
"student","one whole plus a half"
"student","what"
"teacher","i should be able to turn around without having people act like that all right so you still have another thing i didn t see student a doing anything if i saw student a doing something his name would be up on the board also he was smart enough to not get caught"
"student","i i"
"teacher","we still have half"
"student","i thought it would be cause like inaudible but like i think student v like he still started to add something else to the picture so i inaudible answer"
"teacher","exactly"
"student","oh"
"teacher","so this is already a whole so you need to have another picture"
"student","inaudible the other fraction equal to it"
"teacher","well you ve already got the one third that s right there you ve got the two thirds that s right there you need to add another half"
"student","so one and one half"
"teacher","well where s the rest of the picture you need to add a half can you draw a picture of what a half looks like i just want to see you doing your work"
"teacher","you ve got nothing shaded in okay all right so your answer is"
"student","one and one half"
"teacher","okay so you guys are doing number one"
"student","yeah i m trying to figure out i m trying to figure out by drawing"
"teacher","the picture helps a lot"
"student","i m trying to help by doing student j s way i want to see how he did it"
"teacher","oh that did so both of these ways did it so i could see that you colored in half and then colored in three eighths so it looks like somebody said that one half is the same thing as four eighths that s good both of those ways work really well nice job nice job so which one were you guys doing"
"student","this one"
"teacher","okay no pictures okay so one fourth okay that s good how did two fourths plus three eighths equal five eighths"
"student","because we added the numerator"
"teacher","you can t do that it doesn t work that way how about a picture show me what two fourths looks like and show me what three eighths looks like i ll be back in a second so you guys are doing which one"
"student","number seven"
"teacher","okay i really want it done in here"
"student","i know but i m just i m getting confused"
"teacher","well i don t see it in there okay so which one are we doing"
"student","number seven"
"teacher","number seven okay"
"student","i don t i m really confused"
"teacher","a picture helps"
"student","inaudible"
"teacher","i don t see any picture"
"student","oh okay i was thinking"
"teacher","inaudible starting a picture okay i like your three twelfths okay plus a half"
"student","a half"
"teacher","yep so student g drew twelfths first and she colored in three of them all right good"
"student","then"
"teacher","yes"
"student","may i use the bathroom"
"teacher","again can you wait till lunch time it s only a few moments so what will i have twelfths what will half of that be"
"teacher","inaudible the twelfths but you colored in one two three four of them did we say to color in three twelfths well if you have something that s divided into twelfths what would what would half of twelve be"
"student","i get it now"
"teacher","student a you can go give yourself a check now cause you re not talking about math go so what would half of 12 be"
"student","it s six"
"student","isn t it 12"
"teacher","what s half of 12"
"student","six"
"teacher","yeah you have to color in six of them"
"teacher","yes you look like you re trying to get somebody s attention"
"student","four equals"
"teacher","and now you did a fourth so now you re doing twelfths okay"
"student","so that s two fourths and then that s three eighths"
"teacher","fourths where s two fourths it looks like eighths because this is all there s eight pieces"
"student","oh we re supposed to make two pictures"
"teacher","well i just said make a fourth"
"student","what do you mean oh a fourth on the rectangle"
"teacher","just a fourth how do we make a fourth with a picture"
"student","what do you mean"
"student","make a half and then"
"teacher","mm hmm"
"student","oh just make a fourth"
"teacher","yeah well that s right there a fourth"
"teacher","don t do that when did you do that"
"student","this morning when inaudible to school so then i was going up the stairs and i fell"
"student","cause there was ice"
"teacher","that s not good okay all right let s take a look at some of the ones if you re"
"teacher","you know i don t really see too many people listening to people and paying attention right now number three what is the equation for number three yes ma am"
"student","a half plus three eighths"
"teacher","a half plus three eighths and which group was working on that one what did you guys do student m can you sit up please you guys need all pencils down i want everybody paying attention please student n what is your question"
"student","inaudible"
"teacher","at lunch time it s only about seven minutes that would be a great time to go yes sir what did you guys do"
"student","so we made a rectangle"
"teacher","okay"
"student","we did one half and we cut it into sixths"
"teacher","okay what told you to make sixths"
"student","oh yeah we did"
"student","can we just do that"
"teacher","can we have student j just explaining please"
"student","and eighths"
"teacher","okay so you made it into eighths how do we make eighths"
"student","four and then you do one line down to"
"teacher","so make a half"
"student","and then make a four"
"teacher","and make fourths good thanks and cut the halves i mean cut the we don t have halves anymore cut the fourths in half okay what did you do next"
"student","and then"
"teacher","i don t really have everybody paying attention can you put your chair down please thank you all the way"
"student","it is down"
"teacher","okay"
"student","what"
"teacher","i didn t say anything yes"
"student","and then we colored in half"
"teacher","okay so color in half mm hmm"
"student","and then colored in three more"
"teacher","three more what"
"student","three more squares"
"teacher","three eighths"
"student","yeah"
"teacher","okay okay i m hearing a lot of talking going on right now a lot of talking we have many more of these to go through before it s time for lunch okay if nobody s talking if everybody s paying attention everybody s got their pens and pencils down we ll get through this if not we re gonna be really late for lunch does it have to do with this okay cause we would like to continue at least i would all right so your answer is"
"student","seven eighths"
"teacher","seven eighths"
"student","yes"
"teacher","okay did anybody else do this a different way yes sir"
"student","i know one half i knew that one half of eight was four and then i put the four and then i put the bottom of the numerator i put eight"
"teacher","so you made this into an equivalent fraction to make them easier to add so that s four eighths"
"student","inaudible"
"teacher","and came out with the same answer right okay good job what is your question i m just asking you what the question is"
"student","inaudible"
"teacher","okay there s lots of different ways i m just asking what your question is"
"student","inaudible"
"teacher","okay what other way did you do it"
"student","i did one half and then i did"
"teacher","like student j said this is one half this top part here one half"
"student","and i did eighths"
"teacher","and three eighths just like student j said you guys did this together"
"student","i did i did one half of the box and then another box of three eighths"
"teacher","okay"
"student","inaudible"
"teacher","yes sir what do you need"
"student","the lady that comes to pick up the camera needs this for teacher"
"teacher","okay i don t i don t know where she is and i don t have that so"
"student","do you think you can hold it till she comes"
"teacher","yeah you can just leave it there i don t i don t know when she s coming okay okay so what student j said student m kind of the same thing you did he did he did half this whole top part is half and then he did three eighths it came out to seven eighths it s pretty much the same thing cause you guys worked together"
"student","i didn t"
"teacher","well your table did okay number four who did number four student n what is the equation for number four"
"student","one third"
"teacher","what s that one third"
"student","one third plus one half plus two thirds"
"teacher","okay i m gonna stop cause i m hearing a lot of people make noise we have five minutes and we have five more questions"
"student","wow"
"teacher","i m gonna wait i m gonna wait because we re gonna be really we re gonna probably be 20 or 30 minutes late for lunch"
"student","what"
"teacher","if everybody s paying attention we ll have no problems whatsoever okay so what did your group do for this one"
"student","inaudible"
"teacher","okay"
"student","inaudible thirds"
"teacher","three equal pieces"
"student","we shaded in a whole"
"teacher","you ve got to tell me how you did that"
"student","inaudible"
"teacher","okay made one third"
"student","inaudible two thirds"
"teacher","so this was this part then you did two thirds so that was that part"
"student","and since we didn t have any more space for the half we made another rectangle we put that we cut it in half we shaded one half"
"teacher","and did you get an answer from there"
"student","then we then we added the whole plus the half"
"teacher","you re saying this is one whole"
"student","yeah cause one half equals one and one half"
"teacher","okay so it s a one and one half okay nice job okay who did number four five five student d what was the equation"
"student","one half plus three sixths plus four eighths"
"teacher","and how did you guys do it"
"student","we made a rectangle"
"teacher","seems like doing the drawing helps out a lot"
"student","we made eighths"
"teacher","eighths so now halves fourths and eighths okay"
"student","we shaded half"
"teacher","shaded in half so this half right here okay so half of eight is"
"student","four"
"teacher","four good all right"
"student","so after we shaded in four eighths"
"teacher","so you shaded in this part four eighths"
"student","and and then we had another rectangle and we cut it into sixths"
"teacher","and remember making thirds cutting the thirds in half"
"student","and we shaded in three and inaudible put a whole"
"teacher","so this is the one whole the whole thing is colored in and this is the half so equals one whole and one half good nice job yes ma am"
"student","or the whole and three sixths"
"teacher","the whole and three sixths would be the same thing does that make sense"
"student","yep"
"teacher","okay do you have a question"
"student","i found it a different way"
"teacher","okay what did you do"
"student","inaudible i added the numerator and i added the denominator"
"teacher","if i added the numerator it would be this plus that s eight 16 and then one three eight sixteenths that would only be one half but the answer is one and a half it doesn t work that way you can t it doesn t work when you do it that way okay but if you said i know that this is a half i know this is a half and i know this is a half what do you have if you have three halves"
"multiple students","one and one half"
"teacher","one and one half yep good so one and one half or you could write three halves that would be the same answer also okay but you can t just add the numerators and the bottom the numerator and the denominators it doesn t work for adding"
"student","it doesn t"
"teacher","okay it doesn t we proved it over and over and over again it doesn t work okay number six what do you guys have"
"student","five sixths plus"
"teacher","what s that five sixths plus one third that s it"
"student","yeah"
"teacher","okay what did you guys do student s what did you guys do"
"student","we did we made a rectangle"
"teacher","drawing seems to be helping a lot of people"
"student","and we colored five five squares i mean made six"
"teacher","made six so i know i make thirds cut the thirds in half okay now i have sixths"
"student","and we colored five of them"
"teacher","okay"
"student","and then we made another rectangle and we made six again"
"teacher","you made six again okay"
"student","and then i colored two"
"teacher","okay are you doing equivalent fractions so you said that i m thinking that you think one third is the same thing as two sixths okay uh huh"
"student","and then i i counted how much i colored in which was seven and then inaudible sixths"
"teacher","seven sixths did anybody at that table get a different answer yes sir what did you get"
"student","i had two sixths well i did two sixths"
"teacher","did you get a different answer"
"student","yes"
"teacher","okay what did you get for an answer"
"student","one and one sixth"
"teacher","one and one sixth it means the same thing cause basically if i take this sixth away and fill it in up here did i really change anything at all"
"multiple students","no"
"teacher","no so that would be one and one sixth okay we re gonna stop right there but let me tell you what your homework is going to be your homework is going to be page 21 21"
"teacher","oh actually you know what no it s not gonna be that you can leave it in there if you have torn it out just stick it in there i forgot i made up another fraction homework for you when we come back from lunch i m gonna have your homework up on the board i m also going to have take a seat guys take a seat when we come back from lunch what i m gonna do is i m gonna have your homework for the weekend written up on the board for you to copy down into your agenda i m also going to give an answer sheet for last night s homework so i want you to look at the answer sheet and compare your answers to the answer sheet okay student j what s your question"
"student","inaudible"
"teacher","for our our points party it s not gonna be an ice cream party i ll explain that later on okay so when you come back i want you to take out your agenda take out last night s math homework i m gonna put the answer sheet on i have six different answer sheets i m gonna put them on your group so that you guys can take a look and see what you did right and what you did not do right i looked at everybody s i noticed one of the questions was wrong on every single person s"
"student","inaudible"
"teacher","i ll explain the points party later on okay so when we come back homework on the board and i want you to start checking out the homework what and also the group of people who went up to teacher s you re going to be going over to teacher right after lunch today the rest of the group is gonna stay here"
"teacher","please get out last night s math homework the one that looks like this right there student k student k sit right there if you re just coming in you need to be quiet you don t need this right now everybody have their math homework out from last night"
"multiple students","yes"
"teacher","you should so we re going to go through these student k you need to be back here you need to be back here you can t go to the front here so what would we call this one student t"
"student","one fourth"
"teacher","one fourth can you go up with this marker and write how you would write one fourth right over here to the right of it why do we call that one fourth student e"
"student","because one piece is shaded out of four pieces"
"teacher","so there s four parts all together and one part is shaded in okay who would like to do this one student c come up thank you what are you going to call it student c"
"student","one third"
"teacher","and who knows why we call it one third student e"
"student","because there s three pieces and there s only one colored in"
"teacher","okay so there s three parts and only one is colored in who would like to do this one here student e if you ve already gone give somebody else a chance what are you going to call it student a"
"student","three fourths"
"teacher","show us how you write three fourths and why do we call it three fourths student d"
"student","because inaudible"
"teacher","it has four parts all together and there s three of them shaded in who would like to do this one here student b what are they going to call that one student b"
"student","eight eighths"
"teacher","why do we call that one eight eighths you knew that question was coming student a"
"student","the eight pieces of the eight are shaded in"
"teacher","so there s eight parts and all eight of them are shaded in who would like to fill this one in student c come on up what are you going to call it first of all"
"student","four eighths"
"teacher","come on up and show us how to write four eighths"
"student","and it s a half"
"teacher","what s that"
"student","it s a half"
"teacher","that s a really good point student t we re going to come to that in just a few moments okay why do we call this four eighths student l"
"student","because there s eight pieces and only four are shaded in"
"teacher","so there s eight parts eight parts right and four of them are shaded in who would like to do this one student e you didn t come up yet did you"
"student","no"
"teacher","okay come up with your dreaded new york yankees shirt on what are we going to call this one"
"student","one eighth"
"teacher","okay and how do we write one eighth good all right why do we call this one one eighth student k"
"student","because inaudible and the rest are not shaded in"
"teacher","does that sound like why we would call that one eighth"
"multiple students","no"
"teacher","wouldn t that call this one one eighth also because there s only one shaded in and the rest are not student s"
"student","because there s eight parts and one part is shaded in"
"teacher","there s eight parts all together and only one of those parts is shaded in who would like to do this one somebody who has not been up already student d what do you call that one"
"student","one sixth"
"teacher","one sixth show us how to write one sixth good why do we call that one one sixth student g"
"student","because there s six pieces and one shaded in"
"teacher","so there s six pieces all together and only one of them shaded in who would like to do this one student b what are we going to call that one student b"
"student","two thirds"
"teacher","show us how to write two thirds and while she s writing that why do we call it two thirds student r why do we call that two thirds"
"student","because two are shaded in and there s three boxes"
"teacher","because there s three parts in the whole and only two of them are shaded in so we call it two thirds student h what are you going to call that one student h"
"student","three thirds"
"teacher","show us how to write three thirds and why do we call that one three thirds"
"student","because there s three in the whole and all three boxes are all shaded in"
"teacher","i m not sure i heard the first part could you just repeat that again i ll repeat the question why do we call this one three thirds"
"student","because it s cut in three and all of the boxes are shaded in"
"teacher","she s saying it what s she talking about when she said it is cut in to three parts yes sir"
"student","three thirds"
"teacher","what do we call this whole thing student e"
"student","an array"
"teacher","no we don t not here student d"
"student","a whole"
"teacher","this is a whole okay so each one of these is a whole the whole is cut in to three parts you re saying and all three of them are shaded in very good and the last one somebody who has not come up yet student a what are you going to call it student a"
"student","six eighths"
"teacher","six eighths why are we calling it six eighths student s"
"student","because there s eight in all and six are shaded in"
"teacher","there s eight parts all together and six of them are shaded in now student t which one were you talking about you also said it has a different name"
"student","the first column in the box"
"teacher","this one right here what do we call that fraction"
"student","a half"
"teacher","but what do we call it here"
"student","fourths"
"teacher","student t also said that s also called a half have any idea why we would call that half or do you agree with them or disagree student s what do you think"
"student","wait what was the question again"
"teacher","student t says this is called four eighths but he also noticed he also claims that it s called one half do you agree with him or disagree and whatever your answer is why"
"student","i agree"
"teacher","why do you agree with him"
"student","because the whole is eight and there s only one half shaded in"
"teacher","so half of it is shaded in how do you know it s half of them are shaded in"
"student","because one s colored and one s not"
"teacher","one side is colored in okay anybody see any kind of relationship between the numbers four and eight student j"
"student","yeah four is half of eight"
"teacher","four is half of eight so is student t right"
"multiple students","yes"
"teacher","okay so we re going to put a little equal sign in there are there any other ones that you see might have another name student d"
"student","eight eighths"
"teacher","what would you call eight eighths"
"student","a whole"
"teacher","okay what do you guys think do you agree with him disagree with him and why student a"
"student","i agree"
"teacher","okay why do you agree with him"
"student","because there s eight pieces and eight are shaded in so then there s no more pieces left so that goes in to a whole"
"teacher","so the whole thing is colored in so could we say that eight eighths is equal to one whole that s correct okay any other names for any of the other ones student h"
"student","three thirds"
"teacher","what do you have another name for that one"
"student","one whole"
"teacher","okay anybody agree with her or disagree with her or have a reason why student c"
"student","i agree"
"teacher","why do you agree with her"
"student","because there s a whole piece and all of it is shaded in"
"teacher","so all of the pieces in the whole are shaded in so could we say that s equal also"
"student","yes"
"teacher","any other ones might have a different name student t"
"student","the first column"
"teacher","which fraction are you talking about because they do have names"
"student","the one fourth"
"teacher","so do you have another name for that one"
"student","one quarter"
"teacher","we talked about this from the other day we can call this one fourth or one quarter it s just a different name for the same fraction but that s good it s a fourth or a quarter but we would write it the same way good i like that yes sir"
"student","one third"
"teacher","so this one here do you have another name for that"
"student","yes two sixths"
"teacher","can you explain to me how that s the same as two sixths"
"student","because if you take one sixth and you put it under the piece that s shaded in the one third and you add another one it s going to get inaudible"
"teacher","okay i can see this one we didn t do anything to it but you can see that one half of it is filled in so you can call that one half we didn t do anything new to this one but we can say that the whole thing is filled up we didn t do anything new to this one but we can say the whole thing is filled up i would have to do something to that one and it wouldn t be one third anymore would it"
"student","no"
"teacher","we re going to see later on how you are correct but right now unless i did something if i drew a line across here and made that in to sixths would it be one third still"
"student","no"
"teacher","keep that thought going because we will talk about that later anybody know a name for fractions that are the same like four eighths and one half eight eighths and one three thirds and one there s a name for those types of fractions student s"
"student","equivalent fractions"
"teacher","okay write it down here okay if somebody from those dreaded 3rd grade people that don t know anything they know something don t they"
"multiple students","yes"
"teacher","i hope so because you guys were third graders not that long ago if you were going to explain what equivalent fractions mean to a 3rd grader how would you explain it to them i want you to talk about it in your group for just a couple of minutes how you would explain to a 3rd grader what it means to be an equivalent fraction you don t need those yet box is up here the reason you can t come and get your work is you didn t bring in your permission slip so you can t go in front of the camera we re going to be filming again and next time you guys can sit in your normal places as long as you bring in your permission slips yeah you can still raise your hand we just can t see you on the camera"
"student","if we were supposed to explain would it be equivalent fractions or fractions"
"teacher","what an equivalent fraction is to a 3rd grader student c what s your favorite number"
"student","my favorite number"
"teacher","yes"
"student","five"
"teacher","oh luckily group five group five how would you guys explain to a 3rd grader what it means when you have equivalent fractions you can go"
"student","i ll say i m going to do it for that one up there the last one"
"teacher","which one they all have names"
"student","four eighths"
"teacher","what s that four eighths and one half so how would you explain to a 3rd grader what it means to be equivalent fractions"
"student","i ll say that an equivalent fraction is one fraction can be named another type of fraction too like four eighths can also be one half because it s four eighths i mean four is half of eight and it s eight in all and there s four colored in so it s like a whole inaudible"
"teacher","that would explain this fraction why these are equivalent fractions but how could you explain to a 3rd grader how any fractions are equivalent fractions because these guys aren t the same as there are are they"
"multiple students","no"
"teacher","so how would you explain to a 3rd grader what it means to be equivalent fractions student c what did your group talk about"
"student","we talked about"
"teacher","i thought you were going to say we talked about"
"student","we talked about inaudible like eight eighths like if it s a whole we can call it one whole"
"teacher","but i don t hear two different fractions being talked about"
"student","eight eighths is the same thing as three thirds because it s all colored in and it makes one whole"
"teacher","okay so that explains why this one these two fractions have the same name but how would you explain how any two fractions or more than two fractions are called equivalent fractions how could you explain that to a third grader student d"
