obsid,video_id,year,n_rows,n_codeable_turns,n_teacher_turns,n_chars,shared_video_id,sha256
813,412,1,43,43,29,21252,,d0156463d45cb99852ab883b45bb63a07468204bea516dc2e1003c0c58ad7b5f
814,415,1,527,527,277,26926,,9e9be6fd8e62a8b9d179bb77208890a8caeb85f0d7cb41846018840e50241d1d
815,411,1,377,377,210,34629,,c961964cb18faea21e4ee569537ce7329b8ac0a3c945990bb107107514c44e30
816,401,1,484,484,245,35661,,6ed6be764c2686fe09d991d690ec5c0066a1f3b3b801e208e855e3927d0c89e0
817,403,1,184,184,91,18452,,305480020be329cec690a5265721cf26fc1b61f09a1efad82d3b6eaecb0613ac
819,446,1,200,200,101,19578,,17c30582560758adde0462f3defb5df4c5a6fad7d919925d5ddbb331118a1ec5
820,704,1,158,158,76,12094,,013928c133c7063219ee9209f9df7ed82b75b3dd1e02076f1a7c6cf3cf51e02d
821,702,1,787,787,318,21913,,bc4ec9fd090fdf4ea8ca39b2ed9b469c0699a666b2cdf0d6cb0e6784ce201dfe
822,705,1,543,543,253,31977,,16de60db502c0045b399dba551a35eeed7d8dc2d81126532bd96a82e858394d4
823,707,1,284,284,127,18329,,eb290001cd33fef0977b36a6fc3b0f0c2fee2dcef55acfae988a4e62d44947fd
824,764,1,552,552,262,22042,,80c4d685845235383fdabff1d968592a793ee983f574663809aff0598120564d
825,763,1,251,251,137,25438,,f1f8e5b39986c81d3ef2817245d1b84fd06d6a772a4285a98a49489ddf774eeb
826,765,1,439,439,196,18237,,5750cbb71cc30a1bf828a4ffb3dd97e39a2146900cc682db9423fd30d10712da
827,765,1,308,308,155,17387,,17fd9c00f4c24e493c6f8dee986cc488e9d14261c6b592705ff759477ce26283
828,766,1,257,257,116,18541,,405357b4c9f6f1f6361848bdbd4c73063a19030a3198212d5acac145cdb2431d
829,762,1,474,474,246,22503,,d8c0c81e0f31b14831fe1d637fa4252c3cdd96c931189be201f0c6a114bb54ed
832,779,1,184,184,87,19009,,b64ead516c657435af04e6438a4c34fd2c34bb466b9e91f5441eb0546e8879b1
833,767,1,225,225,113,28853,,9ca40a43c6eb2e96787daf9a7cb687ae99f5bb035d962cf7573d53ab2b458faa
834,777,1,656,656,315,41755,,e38e835f7fb07a8a6e9273eae00d1f34db4d5cff7fa2fc5ec159f26272aedb18
836,782,1,485,485,244,33065,,fd6fd59860c913ae94c4124128550277d207148d9b56f722254d7e51f0cba253
837,744,1,450,450,228,41103,,d765a2612c97a8a96a69df38b93d572b81ac1f908bc4b603c12c33e5553d49a3
838,761,1,141,141,84,25813,,01d8192df0fa149e5fd9cdb801422f6bfb87ab83dc0c4120aad1aaa9be503063
839,753,1,412,412,205,27480,,2b0fa0be84aef006e6d1927205b2f59e271b78845e572393aab9b87ab0fef2bd
841,751,1,241,241,134,18944,,4501b9e57c518387ffdb40e73004cd3621be9c02f59242803287960511732785
842,757,1,352,352,176,31335,,5c7fb7ad6ff98b365f9a37c340bec35e0cbaa0370c081161ec65af0225b5fd1f
843,402,1,166,166,84,20966,,11328fe2eabe252da3d3f18ec3d89f26656ff56b457de785c62471237d5b6d92
844,722,1,441,441,229,28132,,5b1918cd1c41d6397b5cea527807380e9af4dd4da3aa0c00d08f88c6e6033679
845,723,1,524,524,294,33192,,9c80b60f73cebc93764b80b8e2fc3b2e4eb47e227a478e0e5ab821f682ee93fc
846,727,1,263,263,141,28136,,7f147e1ef350f9c75a751e58aa0548621b166629a6a50b0981a20b9517cfd86f
847,724,1,497,497,244,40513,,1011f02ccb46daab045cf886ad3164a57aa1642c6af8309835cda7523a9cf598
848,721,1,444,444,210,31200,,e643e9e3c957aa2365b1122f6279df61183d2db470c527984e7745313ad09748
849,432,1,142,142,72,17375,,797dd51012c7559b7e13611119b371f00fbcb15c6f2a55f8954cba670e31c12f
850,441,1,341,341,167,24446,,d424ec1cd2298a468df18a1fd06e248a6e4aa5b0d3c6495ca706750468138b29
851,437,1,246,246,122,34247,,fc870f9aeb39c9b97c41582b1824819567e3c79441a9f274dfbfd8e1064df8f5
852,435,1,455,455,254,32098,,3d6eee37333e21cf8aeb523d675c4dc814ade58d7619cb7bb6ba7231189aac13
853,771,1,601,601,318,20823,,07a0f961d3b1eda8d3451fc12308b3730c06d90e4a28f16ee12448779f80d0f9
854,801,1,420,420,164,21454,,58f8d95a50b96cc12c3c98d2ca0d2bd34c2967b06fea485f7670eaf6f2ad0e3f
855,800,1,396,396,205,28073,,e39b7bacc86a46b3477be0595933f29e14f38fb181d2436c94464668612ced84
856,799,1,385,385,191,37553,,38226455ef98c92480cfff6862370fad5b314cb0dceccf989d634b36f5339a7e
867,725,1,198,198,110,20025,,99d67b8999612cb18d42bb9d5ed11c1850faa1675e663be7388735a6e8958ac4
868,726,1,193,193,96,21957,,d5e5507821c3b161b1db54cfc9c8347ca10db4082e4fba24a9d9c678f95bde6f
870,731,1,762,762,362,52923,,bd29e6fbeb5fac1224e5970068c05a6e48d73326582c4aa0b9f83f2c847e0a7f
871,729,1,529,529,255,34735,,d927ac12cb20dbcc85afd1e4bc562a4e619a7db17e25728e9b20ba43c37bd226
879,745,1,467,467,230,31872,,6dd52d5ace9f28d9bd6de07ec097eaf9c0541119a75d0941895805114136c7bc
882,426,1,532,532,261,36149,,69c158b125654901ba89660b8ea88b279cdbb6b544a7dac86a37602aa7316863
883,433,1,359,359,176,34490,,891a20b5c31dd635de9b464ed595f2944e8c0e86ca9c8fd819ecb918ae419757
884,418,1,399,399,184,35453,,caf00a702447d511d275ed4143403a52455d60f4d515de604b4ec4b0816f7f3f
885,439,1,402,402,200,35983,,9c448473ef10df51cba5ee1ed20f220cbca430c7359f1d5c4dbd060972e502c3
886,436,1,413,413,220,27854,,a83bc8c57a1491f306798eebd32046468544a75c97e956ca0bf7cd126d447b79
888,421,1,324,324,162,23035,,7d11650605927d25c91c6ffa8f9190f2b17f421f163c88a82b8ffdc9df1c1d5f
890,791,1,249,249,123,24113,,fe5ba49893f47527c77623b08e3df8f5f949eb38d5df660aa267014b72b19920
891,792,1,595,595,311,32281,,b231592a466556d4279eacc51bb7d1daf4179f1d72e96b9bf4301a2cba5d234c
892,790,1,312,312,165,31596,,6c33556fe1c99421d3f22ff01074baf42322a5f8a8d166d92d436f6cc0745904
893,794,1,304,304,149,24831,,b28610bdd1fb126942bb5f073235d626430437a28e32dc2092e8986978e6b1e2
894,705,1,513,513,276,30335,,28aa712cf2683b16f71c9ab313ba0b7220b9f7b4d1a917e6f52d7b08e2410b86
895,438,1,374,374,185,35039,,e66a744dcbfd9bc751ff9187d6f8c5e5f41ae80c208be8bb87732376c4b5fce6
896,422,1,535,535,287,25771,,2c44e85a131c0dd22a0e1e713cf9cde0afb407aec1e449b650161dcb48d2821a
904,528,1,325,325,196,26995,,594a8d3c013f3775ce9d14b1e74ae68b3b2449aef148cb5cb05778563e745ab1
905,525,1,716,716,339,28312,,a1843a7e40b7ac3041aa5d2d24da47f282075186fe54c63292f145f4a8ebec11
906,526,1,134,134,68,12455,,29598a769f21c35f348d6390a3d1abccf942682b7e148a6cd0e035134aec5d33
907,757,1,129,129,65,19106,,9bb517c96540429f41e4eaf13390ba6647e9ee06e4ce304f9460340abe7e04ac
908,754,1,347,347,268,24992,,da1748b210c3ef916c7206a5c8add4272bf71ca7ce035f25425444206070784e
909,758,1,360,360,167,25121,,b6acb5750b0f7e24265758229a7877e47eaefc21304d749d1be9c8eccd4076a7
910,788,1,840,840,389,44362,,c675d4805425037eaaa170c6af9adba38189fbdb97deb2f603338719af13ab00
911,786,1,330,330,183,36412,,d246e219fc24981cf44e9bcbe8aef1c5c549e72d84625b319915b133ee8fc257
912,785,1,407,407,219,32434,,a523ba5491e1e1252831db2cee65a1fe512ddb3c935b3df4e24da394bb97d609
913,798,1,261,261,136,37571,,89fd8db9ad58cfbbb24a8b67595c876a812d14e12e1f698f09ffd7b51f09d73f
914,796,1,690,690,350,35083,,62f1b66ee68b31a0cfda565608233a8da48b766090bcf6fb8ececb64f0009a6a
915,795,1,142,142,71,20711,,ebdc6c96c02c9885948218bf3ab7d3f58f1e74aae88bfae7a44ac04283134aa5
916,798,1,361,361,191,42241,,a15bc345772ab8375d50e026f660b28dd8253d526a1c6dbb9b665a61aa3e2851
917,797,1,203,203,99,28160,,c3a02716fd3d6cf90641e4929a65eca26338b5a3489f0e96da26a90304212ce1
919,735,1,546,546,268,29310,,0e53fc848f3f6452d2b9131d7c67c8973f960c59837667a09e2518785bcde9b9
920,739,1,120,120,60,19551,,27d658d91f74e98d2484cc8930dc94983c6695cc58eb775239eff257bbb55242
921,741,1,164,164,82,17802,,1d3e03e5830b87382817c4428ced10a44d88f0cc1c9d7555d312af9623789241
922,732,1,247,247,123,16693,,c5ceb413ed568a61437dce363f740b14bbaafa24a540c2c7025cfa19ea27c38f
923,733,1,306,306,152,19233,,1d13bc712ae1d325d9843655bd84aae2549ad1436bac172887dff494b32256d3
924,736,1,264,264,132,22951,,e0fb037e52632217986a030921943fff946739ce27a5cae0e93c9ebdc055fbfb
925,738,1,651,651,279,24344,,fc427deea4394aede48e723f583ce36a84d784b190178ee0a3ae8285fe915107
926,734,1,140,140,71,17824,,867ec31aeaa6fd596a140e4d546af795e7ae3d351920cf6926a9b0911a06167f
927,737,1,239,239,106,23166,,08755c8f6268e514496b76f96d2f3900e3178a4d391012e22866fb017f622ac3
928,541,1,329,329,161,18422,,3bc6964d2b21d571105708b1e3f3615c036a780c0a9f507ec0e5ab64fae4cbfb
929,542,1,324,324,149,20550,,8233641f877895292e9278b5e60afffde391ba3840df36e89fe20700cd6b91ff
930,516,1,307,307,161,23390,,28756070426dd4f694090a8caf6b0e07600e11acd65e1911417a8298a4b114f6
933,440,1,339,339,171,28096,,67cfe49eb2ba127918680117b1004ae3a0ed64f6005177b13a5b56ea7c24e4ec
934,514,1,199,199,100,19311,,687413b6d4d8da0c68412425b62604525e2248cdc72ce472ea36ef8d59ce896b
935,513,1,198,198,93,13389,,bb14ec645b3a34b43fdeba952478e228302e33ff12f438a4f1c0713d896d35dc
937,511,1,389,389,217,23784,,3e135dee4eb305ae377ea979e52d730d12aa9fb9973a73a4ecd7287438006910
938,421,1,207,207,104,20230,,29adeeb152a8921c6ad134621611cf6ab2833425dfb121353c12a753ee65dce4
939,420,1,127,127,77,11146,,f20e3543096c9ecabedb6b74f113ef2a4e02581710502bfe45f8bceaab5e758b
940,423,1,204,204,103,21907,,32c20c98c6c1925b38fbe298cef49b6e8abccec20d5ece99c92e43990e180abd
941,416,1,424,424,200,24521,,8eb51e5b7866d1a1bf98c5e29bac68cbdeb1cd08e218f38dfefea393c5528205
946,518,1,168,168,101,17743,,0a64439a192b456772a36815e8465a5eb626bbac8c7c0e9bd95d95b0bef7047e
951,419,1,439,439,226,24135,,c4b61a987beafd5c20f61b06c85ec30f59aa752ed7359a6380509b3dc24da463
952,418,1,202,202,106,18957,,f0b32cd91ad28b7e862682c863d48fcea055b7eb428fea39a60632ba105ff6e5
953,413,1,317,317,170,21777,,11df523acf1f61d66951721f6c5f9bcce976bd5c8315b8262ebc58fa1823bf99
955,415,1,711,711,324,28766,,b09b717149367a8e88e97fa47acd19261c59f3b31387dfe5fee2fec749cf640f
956,546,1,324,324,176,33212,,ed754c2d62bb8662df5f16e97facd30c16622f115247039f7f52024ef2dd1ee5
957,543,1,426,426,230,39539,,7a339bb04ccd32934584dfaacaf62a14618e1784a66f63e91d2bb2d293361640
958,546,1,418,418,224,32623,,b8be822c6b0cb69ff673880d8aa4a55f867169eca07c48e94ba84e09d6fe9cfb
961,545,1,564,564,254,39182,,51f1c301763b7742bd72881849fc1af4c7e3d7f0ed40eda3e19a44b8f8928dd9
962,543,1,507,507,237,47870,,b99175009143ed09568a138383f3b22d8c4589b08d91c229ba2964ddc1fddf22
963,740,1,149,149,78,24886,,d3eadec5ad6d7a83a96caeb11c9dd5afb09ab23c10c297316ab1fb29e648f028
964,733,1,488,488,221,26949,,947566be7ea5dba8620aab6a574eee5c11c853c299d022eada32c62eb9212789
965,420,1,379,379,175,25467,,2df2c27a8d2795c6afaec47a13421bd3d9887364dfffcfee53a41f5f35c96305
966,422,1,751,751,360,29405,,6973503c36f159eb3d599c1b2927d5843d27976dc6dab812bb963fd8c27ee243
967,412,1,162,162,72,14981,,7c98b7901eecb11a346cb669213aba604ddc483d066bed5710915cbb007ed626
968,405,1,284,284,136,27644,,84037ae255cc9efcc96d0f555cd77e91dd12f20a18b113075dd32fdfc7ee3f2b
969,408,1,391,391,181,28210,,13eb5addd4fe2e9d5fdd25795111c63de68bd231de53dca4b6e9d4057c9324e5
970,736,1,334,334,161,23406,,9bdce03f2cb5b10849ba46b7cefd0e1a7fb877e1fa85f02adf5ca4430c644038
972,739,1,122,122,68,24556,,fcafe9910ae4d32fe51bf91d61e1ff6b72b669e6754681d2dd41544d5c5c879c
982,523,1,281,281,160,15712,,d39717b1ab1831ab7e411300c949dd26492389db715550da0a4d781fab0105e7
983,735,1,461,461,223,30360,,8b7eb3f4100ef52b9daea6caa8048ee8c078f32968f0dff7b554b50f2dbd9299
985,410,1,242,242,124,35208,,d325935d19698096a5a3416ff2722e30b60f2a6fe6138bec4f0586c9bb29b79d
986,409,1,172,172,86,24529,,62321acc55c6dfbb381ccb8c34d5295d1dcd02f0ac222682e6c9156b3122ed0b
987,446,1,529,529,266,34826,,ee896848115c89aa9b2f45517439d3e5333081450b504f76e1543de7cfe8c013
988,443,1,605,605,291,24797,,a1b65d62f6b703881bd6c585c0d970c8a91c3819e10e4e507a9db9e71650e440
989,732,1,519,519,245,23979,,d31a6c40dd675196041828ccb70b15561ddb7726d321bcc31572977a5761ece0
990,738,1,353,353,184,24590,,f45da8d2ebdd6b9dd94a930a6097e524df521ddc1d977455bf93eea6bb14dc73
991,734,1,463,463,211,23080,,706fdff9de4b12743e0c5a222b4eb285f9312deb280620e8e1f70dbe07c63007
992,741,1,385,385,140,13285,,f2f37ae6a8cc1b3d73e307b0f953e4b22b2725110debaed3c59c72418ef9c6a5
993,737,1,396,396,174,23401,,815dc742ca18161b63d7776addf2b18b25cf8102cee7c981d773f5ffd56518ea
994,524,1,479,479,276,23406,,9b9615ba7ab086f19cd0365c268510f6dbf6987aed20103135df1d638b51084c
995,514,1,206,206,105,14051,,813aadd0a747ddcc6ab1473fe2f3c07188901f6c8cb14f3981d3f8f4111d98a6
996,511,1,243,243,125,17466,,d87c5edb74adfb8f7b7b20f43fc86a36440a97a876873f8a692d305621ca43a3
997,513,1,86,86,42,5560,,0c73e66defdfd1305d13cc3070a003ee7c00a0dbfc81b9b4b5b1327c01fdfd02
998,512,1,552,552,246,26979,,7063fc16f938f2157cb274535159ebb96e516b518e2aefdeb33fab6164552a75
999,546,1,457,457,221,35674,,d609d7590de97e2ef91b606392bd6d7f922ff74f9095790f8df3935be054e071
1005,551,1,230,230,113,24413,,dd0cbe73f4020d3d455f05f2d114925ef3221e8f464030dcb10fd323c63d3eb7
1006,550,1,82,82,38,6400,,ba2972562cc3e5566544ac3582f087b84b87899898d85a36ad11265ab569cf62
1007,794,1,310,310,145,15927,,f191f9c6119bcf9704d3aea1ca2a79e89f2735635061281ff38de1758cd2c001
1009,779,1,389,389,191,27029,,98bd73e21ee333ce41b5dd4b3f192939c253793e154f7336b9c06bbe3a2db7aa
1013,535,1,693,693,329,27264,,50466a0494afc786427d396521191285159259cf52de068a706b2a5e00f69ac5
1015,701,1,294,294,154,18508,,42c81fefb307b9953b2028ab0ff66e6af487d055b82fd00f35637e5414752c7a
1016,703,1,252,252,126,15682,,b80246fe75a386d6973f8f3578af34661cca20da9366edb6698fef48abf52d2b
1017,701,1,263,263,126,17305,,a55c409505896d056f07d39df4f76d1ba718ef81281770ead2972ad9e95fb1f4
1018,401,1,292,292,150,24266,,57e924dc1453d43b5468c6f5bd4976466d447a934bfa902e4443df9dd22b2137
1019,437,1,90,90,46,19419,,4bd5168dd3d3b97629edd03322c71e5f66be6e34cd76f76f7d07479b1082e7aa
1020,427,1,272,272,137,21427,,2d790a5b4c059aa9e5323f42586d1c5b5579b5667e7d07ff0bed62c6384fcd69
1021,428,1,566,566,279,38295,,1ad434b79dffea2458eed5e84babdc999fbbf8f2988f1570993468dd962df0d4
1022,432,1,91,91,50,13407,,78de1c0eb9892e7840ee43ce1bf5851df90b7bb5206988c71b05782905e2281a
1026,528,1,319,319,155,22918,,95fe01c8448b4cd7429a8d1d4fcfbd9fb4085af584b639efaa5dc3e592280063
1027,526,1,173,173,89,13221,,0671e43abfbb4dfe038b814222e51ebd61381c8d9380dd01105a931940575899
1028,509,1,247,247,118,15209,,2ae437d5c3b989f0370a01f813049c548d1cf1c2101c65625194ebb22274f95e
1029,508,1,311,311,154,16759,,1b6a61c60965ab5b9f51314bd604b46161582e4a55ecf8438686d7eb5c03e496
1030,779,1,297,297,141,24763,,5a415f5cf556bf3acab0f637df8d67ef8e22aa4d6be108fa5820e1b722005cae
1035,558,1,1121,1121,484,36104,,d55f7557bd3d490f47614b7baa2e37f3e8bd957ec4bec83a67bfca9631d260ba
1036,558,1,388,388,207,27292,,271d28a9fc66cce5b04a9205fdb7c505e2d6e858bfbdea628a3ac27b54f7eae5
1037,556,1,114,114,44,11556,,2301c8f7d29b189e569c5aa9c55b0a96d84a012d6786a6ec1a637494e4e21eaa
1038,786,1,401,401,198,31895,,d6d0e74bdd612793a5355c28208aed0a0f12b205a3c918438b15ed591a1a8843
1039,535,1,265,265,148,24805,,18d623371ca85606851ac0321c01eef8ca9a0fb7b0642b88ea0f8db0ba3910f0
1041,536,1,129,129,65,18071,,19f73b97fc9a80f14419f73cd993b58e9ecfc57c31ff93f2e3202c2cbf574b5d
1042,434,1,309,308,146,15912,,25c6e936ce5c2e1b899d828d80dc622c1f3584fc21e9cb0cd5192516cc2341c5
1043,433,1,298,298,151,20793,,cfd62925f4931069eed70e948e15085ffb750d5734b813e78bed716b7c6a0350
1044,411,1,332,332,187,33275,,820f37ea4e497b746bd9dcb4d344d6a9b1ef88f95333c283ded4ca851436e28a
1045,414,1,381,381,189,26756,,2e1f0e3d68340f0fffdc4148d261724d19a136f226977551ccd7241d091891a9
1046,425,1,581,580,293,23176,,393910f10440a7a57de9cfd7df6602ba1cc273d7b6e71a3d2d9b328e7db7eee8
1047,404,1,254,254,139,20196,,889dbf0f37e433805f7355577b494ca58e37f113b8d92762c720fce01416d681
1049,446,1,576,576,286,35662,,32461e3aa42ae3603f9be3d719cb1362e2e38a6461ef8d679e53779e9e79cb2e
1052,507,1,170,170,102,15677,,b0c2066eace91bf18a0e11380c6e5f3dc0456ef10717d374b081dc3c9e49c38d
1053,507,1,333,333,157,32465,,7501de341381b73a36120cebd0e3e8f06b7e046bbd25d5c702db30286a61d10f
1054,507,1,323,323,171,28608,,58f92dfef4c5fb5359884213d32c26c933fce2d52c2b196b42e74b3a047737b9
1055,508,1,320,320,162,15779,,1a0a5259ae3b609fcb5da2c09edf66e961073f9b4be59b3a3104754855dcf6b9
1056,508,1,291,291,146,15400,,d22ca0842f4c650a642dd35977838695a7ca491aefc0dc4087472687bb049fda
1057,509,1,242,242,117,13330,,0c080fac7795ef159fe6e19c78ee6eb108652047d19a68b622cc2ce06634f521
1058,509,1,320,320,161,14714,,a7e19b4b6d9f7c064be678b06fe6ddd06806438987994eceda3a2dd72287f778
1059,524,1,276,276,202,22912,,6a33160c5ab63f0066a6c3e0b995908ce2ebebb3ff81a06959fb81086dc709fb
1060,523,1,215,215,106,12958,,47a1a5f1b5e9b120862ec08fb9f58de0789b2a4249e6c084ccd482168f665cf0
1061,313,1,453,453,235,33689,,b2a7e88fb460d3c66ac380478a5ed9f540a08a7afc8a2414dad34a4d6de68e53
1062,316,1,556,556,283,50139,,4b0fee30d6e8ca2b34fff96a503de32e8068eb3a6b1ae59efbb79298f5ad47bf
1063,315,1,207,207,103,13914,,31d0b0d90689f093ec78a300df08eefd45448e639f95c1b0c704e73293fbcba8
1064,341,1,580,580,275,26530,,93bac01744969200e8a1585f3e49a02167b7f877ac0ddab370fb745515a11f23
1067,501,1,236,236,117,20390,,78c9322988a32dbde95a8a4e3740e1880ddcdee37b139525f45de7ae0d6a7c92
1068,502,1,305,305,152,27176,,d549ea9ee675d63e649077ff0e9fe5c62dde7bd7fe40f61019b2894616eeea5b
1069,503,1,219,219,152,18547,,adc1a26f31876a62e99f491d6482a8918c58738a2e57877f7b745d28ee8fb02b
1072,523,1,497,497,244,23839,,24108c207d500a8da54be9a23c395ba18f4e8788b86fdf71e2b29e30e530f466
1073,547,1,334,334,174,22545,,e6363599b943f2f3407081666495156e2556d39272c68470b82d2fecdddda6cf
1074,547,1,553,553,272,30223,,8031ebd4735b04c9ac4c72613d0d04dc35925b1f71736610f70d8ad681a60881
1075,524,1,269,269,135,32368,,e1dc3d329618a3a4078200f26d8fec14540ba0d15ad8452de69b1268b7691b71
1076,350,1,183,183,92,18858,,d7bb8427f30377d66d3565854ac19e45dc4522eee959b6f9fae476bd751c6e51
1077,501,1,448,448,208,24332,,1a75966acdd764b89cce81cc56f40f5811dbc11cbee37a2319d07fbd703e3c7f
1078,502,1,285,285,133,18264,,5011f438e4aed467cf1760c03f60157103418ffc3216598cebef032835b01e28
1079,503,1,254,254,124,18600,,4a3cab504d97dd33391f8faf7594960a303c8925b8fa1052174af1b485de99e9
1080,403,1,183,183,91,19259,,035ecefc8aefe65d43f68f177c4fe32b4dff97ec3e2fc146247cebcf6ace4b09
1081,406,1,141,141,70,26083,,5950264e5eccc23a6ac46401cd4f058168a025aa071df1ccc09b91b4327a3a31
1082,430,1,166,166,84,10953,,f8872781681e8f0cb8ef3cbef3642781d5d957a16574b1306a5b60b2f24fdd94
1083,430,1,253,253,135,17684,,cc76be79d9e0dd3a0f4ece032d843daf06af69df2c5be5d5cd049fcfbb7497bd
1084,351,1,403,403,215,39509,,179511372264e264dc071d0e329d4a194d011b7f4d113076199e26bf73543167
1085,320,1,599,599,316,33813,,67a140d39886a3f8341a5ec69553abbe49715581b9d8e3d83ed8ab82a90ff82b
1086,363,1,212,212,112,18069,,510d35315a7d088cd08ce074ff3bcc142b5e288abe7a49c163e56006031b874d
1087,364,1,643,643,318,30178,,ee381737a52f07295375aff694ff1f5feae052a9d88473f49bd498b791e1dd56
1089,549,1,424,424,191,16112,,8a4c85e36af6ea87ba2381426eae43452703c815cdfbcfac1ac91ebf5d23c8f3
1090,543,1,249,249,127,24407,,e11fbeebf8814624e9aa67d94d98e495ebc476b0a206444a651db3c3ffb25480
1092,545,1,282,282,149,21692,,6f609027b11d5719ceaf5ffecba5341947c23756666d281dd61f3f8f4a22f2af
1093,545,1,251,251,123,20810,,c4fc53a974b1228ee9aee065bb85ac4c8a022190b24ea914f46fad03f8f2e468
1094,544,1,373,373,178,34005,,b7088959c951f8f90a7fcd3e77692c6aa66ce7164910e7e8274d0fa33efd9913
1095,547,1,233,233,114,20356,,7a92edbfc655524f0fb2edfbdb55f1314364fced6042f165d52cc882ad818311
1096,548,1,65,65,33,5461,,f86b1a9147dfb6631b01fe5665644ca924db3ee663711b275e7b9c69663fec7c
1098,550,1,400,400,195,34339,,e48341c7084096551438df0c92db827f8d922eaf12c7d3f401ea135c98f98a47
1099,550,1,168,168,101,12335,,1e94cb30e59bbef2d07550f54173c026e9c1eb5e5eb96a7f49c9755e56dcd369
1100,550,1,438,438,229,20853,,2caf84f023a7e2247d6009249edaaffa37083e364d74c21333d6543bd135faab
1101,550,1,335,335,176,17746,,53888693eb2239ab64cd6033c083c8c2468954a2dbb95973040a88c5cadf6488
1119,407,1,694,694,312,35878,,3aca8d44da386d1697df3e69dc70cd31f5c581e9c3a921b894ea8fab3c9e1f3a
1120,401,1,168,168,85,21885,,80fbcd7b84f639fbf0f102edb8bc99065b4985b89344084ee209b0573e74ca5f
1136,548,1,214,214,112,14771,,a0dccfa3c89f17c10cdddff7e7aad473267da53275e7a62af7931d3b2bcf2583
1137,551,1,262,262,128,28893,,283e70f64f541f8abf2eeff57fd8cb35054f7145efaf042b6b02319ed2fd5a72
1138,712,1,228,228,111,15531,,5671cee7f24d5ec8f386f83d4933d841b9a818d582d21d17528ea7160a23715d
1140,500,1,193,193,77,11483,,d2717ce40aa0488f3c90a719c2d7c8681ceb79c0749262967955c6b0d04838c8
1141,512,1,305,305,141,20662,,2c3087982aecd5b8e0d563502646a4e9ba6ab680c863d4afcaa82d0c89d55fbe
1142,500,1,218,218,100,15405,,8f88a8711a312169f41f4fdaf96b695fb96ae008caa7933a92d937b0bdb4f574
1144,532,1,326,326,202,18482,,abf182eaf2fa43fbdea8b278cb8609445a4582809cea413f9684cc3b573760d8
1145,529,1,413,413,248,25978,,f46f03876ce7639cc9503eb4fdb986f08cf0ef0df063fb524568c263e1aeb10e
1146,331,1,364,364,206,33867,,879091d52d60d5984254347a82a33d992801d9c5a09ae0283adab11036bb1341
1147,343,1,392,392,192,26488,,732269978a4613ae33f7964cf722d8feff96b05ad6ae8909460ebb5debbb82b1
1152,518,1,193,193,97,20150,,2195741feec6fac5302330a408b450de70134220498c5be4556d1411504cc871
1153,516,1,376,376,184,19975,,9c0d1de2f0d5e5aa72b0c180626df23f3b33ca88a88a2ee025a35a792d87dfe0
1159,534,1,163,163,81,16682,,586906ffe0d0897861550d59cf00515b71c437227e1998e0dad575ea66175579
1160,534,1,112,112,56,16160,,47c96ffb6c6762cf7f161ccf6b3eb39b61b592149a6e6e8e71c5ec911210c83f
1161,506,1,600,600,285,39697,,77da4068dc4d646567f1789ed58850d9796516be9189e5f3ad06d50f5bba1bf9
1162,504,1,358,358,177,25496,,ac78910dda2ff324d915c1e71d98e378ac135343446b3630557f24eb12f94c71
1164,505,1,342,342,158,16050,,6e607650ae008702c232cf7f32342687ff15b0c035a0bed5cf368c5617761f33
1165,506,1,325,325,160,33263,,b57adbf1e2b95fb10e7c769914483fa35bf1197656f4ebcaf1ea3974c2b9411e
1166,539,1,82,82,41,9233,,c3a50c06d6034ad086567a21fc9af150d055774e767edd8321578fd14f97079f
1168,501,1,359,359,172,24372,,94f5324e3f89032930c0becfb5f30e0e581403da9d57fe814123b3ae537ced25
2005,815,2,245,245,123,15425,,3974f965f75d0ec278295c6f4e6405608c7407daf700d1923ef386c5b12d585c
2006,780,2,113,113,57,21391,,f0672bcc2fc821f6e1950764aa1e1e406000cac32259c4fb1df15c0049fc9e46
2007,791,2,113,113,57,19496,,04c88fe86773daf36149cee6bd3dcd32c0592e1d329560daf0ba830bb248d9e5
2008,816,2,151,151,76,28871,,b793e98f0caa7fac3432963d6e41e0653619d7dae8b5b8f80de99967ab752357
2009,805,2,81,81,40,16408,,5ff5f4bb3fad5b8c87ac18a7c118db26729844480881f416bbefe01f802d3a69
2010,731,2,268,268,132,27681,,bd20e8e79a860200818e34a88a25205c25483794e2596c2a4b4a0a255edff886
2013,723,2,317,317,159,26596,,c13929650c5e9f9009dba3c5abbf9ef587108cee256d4e8169ffb67fe7fc58fc
2014,725,2,414,414,215,20056,,f209f9801983f5db1a450dacbc04e7bb57c90e7017365814c4628df9d11e4091
2015,726,2,369,369,204,27820,,9a6e1528cd85e03d1dac92d8113cfba9295e5760d673370c77f50c9f2756bca2
2016,806,2,166,166,102,20423,,a394934923a5db2c7b6031f6e82db85da88aabc249df6ffb0a5fa5f7f3547d2a
2017,803,2,399,399,215,23279,,95b344e4b5465bf0c7b9282d2add8dd72e32927e2347ac7284893828df6c7dc4
2018,804,2,302,302,150,19500,,ea16d435cc810a0a6de9fa6545d454c38926c08a42c8bac6cfa192f4a154f903
2019,764,2,210,210,111,16551,,2ba08c98d31f07b7bce9742498ac24789eb7038b405357de4eb304e39bc1f18c
2020,765,2,156,156,82,9683,,2864c87cf183d48856783f033a6e84749271165b3fe0fe1677d525ee7cb3c22d
